vibration_sample,sound_sample,label,severity
"[1.039192609766905, 0.9864136582295847, 1.0246130273612657, 1.055804284966358, 0.950415987407238, 1.005112304560489, 0.9468764337208716, 1.0501087685991437, 1.0229897549721092, 1.014391967524406, 1.023741804726351, 0.9015913434123601, 1.0281341633003342, 0.9525377460918218, 1.0217233685261025, 1.0164449426116287, 0.9484659473522312, 1.0652731938171123, 1.0001826163646583, 1.0526750544657213, 0.9923064017720269, 1.017921070193746, 0.9749171282321814, 0.9705501645138739, 1.0389206421289627, 0.9746938868259034, 1.0120564093026037, 1.0455627123267135, 1.1217525527334014, 1.0128645587231504, 0.9345848573469361, 0.9408636182425136, 0.9469085714817025, 1.1062074092888246, 0.9480749670489002, 1.079896610851105, 1.0811965692986207, 1.0299477807512947, 0.9533807734734148, 1.053294186875011, 1.047414955321052, 1.017822552262383, 1.0507876528378088, 0.9395079769603994, 1.0337232409918153, 0.9360892084662704, 1.0818453087774909, 0.9946351744975356, 1.027690782640404, 0.9314700625647137]","[-0.335346918368435, -0.03879166370858143, -0.0011598225022039148, -0.17225838909070446, 0.21327666114905702, -0.4136509747611056, 0.20588954365380582, -0.2773743453712113, -0.875413294387782, 0.2143615896954855, -0.7507262896629004, 1.3330627142524056, -1.0302781909278644, -0.26195304605290015, 0.800371965160061, -0.20637031376133452, 0.33509637285516847, -0.3054049145016183, -0.25181686511224977, -0.9342640898608952]",Normal,Green
"[1.0609067182685175, 1.0440920287326825, 1.0010213760195021, 0.998461760063679, 1.0319752583376447, 1.0647839070432237, 1.0382568155973582, 1.0617290261362258, 1.0202501396471735, 1.0083701158693692, 0.921351219004899, 0.9766604612027218, 0.9608044240618827, 0.9921006266806037, 0.9728439025329229, 0.9822687808696491, 0.9871399767313391, 1.082832274932231, 1.0293542919920227, 1.092234947838679, 1.05995885351421, 1.0139557143796722, 1.0009725899939188, 1.0730233543840586, 1.0166310470338693, 0.9733095983087421, 1.0437020279017377, 0.9856757764709952, 0.9136518238427815, 0.9655733569239056, 1.0606542772381522, 0.8886465776229959, 0.9978090858749179, 0.9252175543142711, 1.0127044879372085, 0.9766794225388914, 0.9657536679933546, 0.9381854332717522, 0.8446913476907842, 0.8865341259939812, 0.9957342930967596, 1.046681472381997, 0.9763295513888678, 0.9380601516448037, 0.9852252579398595, 0.8974753242951286, 1.0852327369959833, 1.048883055299065, 1.056592309604441, 0.9564122138125488]","[-0.4988106068580729, 0.8638797252195198, -0.08696191351143821, -0.20846052187059316, 0.6582005421586978, -0.7372110312999733, -0.35060772646567556, 0.2502396277700433, 0.4994344244639009, -0.2470209832231417, 0.441464185091075, -0.3820303893342675, 0.20184821473717746, -0.30607197576844325, 0.7671887015271581, -0.31778795333479803, 0.1677998572363517, 0.4533048806088737, -0.3217834845932581, -0.5841648096158445]",Normal,Green
"[1.0504976524328788, 0.9417952190885472, 1.0733925683722825, 0.9633918126678027, 1.0452932134453636, 0.987807665009136, 0.9829164334686575, 0.938122614481826, 0.9465405095147732, 1.0321900637798598, 0.9609674565825795, 0.9594065362237557, 0.9750308617469489, 0.9272922644990605, 1.0405025100350054, 1.0427642081395712, 1.0692114142165472, 1.0556285778873795, 0.9723028281857274, 1.003240123340772, 0.9243973190473775, 0.9198141751082268, 1.0659063472934487, 1.048252221460615, 0.9552239133055479, 0.996026544993687, 0.9620354772113247, 1.029202300397431, 1.043961392267259, 1.0686410509857867, 0.9944477865392677, 0.9795738675306802, 0.9513666378861365, 0.958670141537423, 1.0413767789912163, 1.0541865132003756, 1.0289440526972193, 1.0213511248259224, 0.8984812203721599, 0.9834804043485502, 0.9920118571564678, 1.0344511759451125, 0.9234563217681073, 1.081175693760705, 0.9907776232982264, 0.9426634129432464, 1.0445088543629235, 1.0330340440949652, 0.9334960710774783, 1.1174237971273495]","[-0.09970209708001128, -0.41390389852987314, -0.037287240983954924, -0.18222651678671417, 0.34960426308146414, -0.21345651051943298, -0.26479891958684304, -0.03567411023698166, -0.5082591974791195, -0.02904570678597912, 0.46607194521187845, -0.6186539184897653, 0.29830914239043665, 0.19055561260508522, 0.6629048911193308, -0.3586467955394309, -0.6593102303915334, -1.0934950783995143, 0.11159258088505966, 0.24358547899294314]",Normal,Green
"[1.1211148361532444, 0.991557762770201, 0.9820508791611542, 1.1087346263290063, 1.0783790891963785, 0.9654535189558576, 0.9249584349917219, 1.0003682153676559, 0.9504741748762024, 0.9416929214481169, 0.9511795458391523, 1.074803008925894, 1.016174596646971, 0.9337686822056478, 1.1008315206312198, 1.058024366105099, 0.9745868144993216, 0.9573294759066898, 1.0946598098620581, 1.0281703226428975, 0.9854111729223249, 0.9911774139924242, 1.0516923010409718, 1.0133502884170884, 1.0404302410913655, 1.0747706980074292, 1.0120023064686936, 0.9970261549561144, 1.0129002979115183, 1.0023377912039344, 0.9440987571559942, 0.9976982903630593, 1.0188450384510643, 0.9646981763709017, 1.0200256101498366, 0.9299566259329349, 1.0646563713017565, 0.9769255480009778, 1.0316553170529605, 1.1276901757011923, 0.9102198093952842, 1.0104891317189089, 1.0234927598536916, 0.9391135048132389, 0.9197183652225025, 1.0357309917803148, 1.0158454901688387, 0.966807851661533, 0.9662770968606795, 0.9996866352763707]","[-0.9441465303284832, -0.2766562925380191, -0.2030400489958054, 0.13408394494964923, -0.6884573287058451, -0.6529887156238832, 0.24492660665591567, 0.6403052325992556, -0.578079406842783, 0.059332958139191184, -0.14311435423542407, -0.42467974432580957, 0.47693495323632, -0.4689769384951315, -0.37298841505432334, 0.048259698898812785, 0.2652762344906775, 0.7282166173261991, 0.2982091373491132, 0.22110594255011914]",Normal,Green
"[1.0481506243447014, 1.0228223778739594, 0.9273077701998456, 1.0809621821776254, 1.0012016845291634, 1.050586565762905, 1.0486142627460073, 1.0132591525557888, 0.99079738908114, 1.0252401307089418, 0.9835301581285476, 0.9905282475119641, 1.007828187601719, 0.9741446597976775, 1.003291214269027, 0.9840288173279744, 1.0531664592014005, 1.0399192594393014, 1.0161617841485966, 1.0389927166379318, 0.9270950426247725, 0.946286511419054, 0.9989468166036009, 0.920129230784403, 1.0861449111994856, 1.0876868846315073, 1.059564929519524, 0.9547769625524528, 1.042772294324044, 0.9830433028945267, 0.9740184865747639, 1.0377938841367755, 1.0094177157291402, 0.9775423999294861, 1.0539490545055288, 0.9452016078475088, 1.0768279697913894, 0.9262673983039968, 1.0765213400856712, 1.0048722527616845, 0.9933762271223882, 1.0370313550748054, 0.9689401542088939, 1.0216569970577485, 1.0790271698635725, 0.9935122954118187, 0.9814937638850151, 1.0782560156055954, 1.0102916166331424, 0.8833796627824066]","[0.1671027345227395, -0.022331909216790458, -0.14503721523465385, -0.27961721362388314, -0.1820307141000971, -0.01919619002313996, -0.1743754709772104, 0.016541964972071665, 0.4757897871319337, -1.2242283387506558, 0.0582651754312635, 0.5715761055256476, -0.28284827354619435, -0.09811117618971617, 0.06721106458470598, -0.8342955647372697, -0.06462356119537505, 0.5076537830098092, -0.25404054314615065, 0.33054031861034217]",Normal,Green
"[1.005109196963388, 0.9755894628706456, 1.0128286145307805, 1.093344659468825, 0.9749499401819806, 1.0196052776343307, 0.9224302693432022, 0.9713787894272861, 1.0343578631077608, 0.9053449623585743, 1.0381948363197862, 1.0102505319370836, 1.0273408231396222, 0.9460239099689878, 0.9857360677434143, 1.0096054331458864, 1.068335783026027, 1.0411141329442626, 0.965803333338091, 0.9786917255758214, 1.0114644142515512, 1.0064743663392464, 0.9421648145268973, 1.0646396831579001, 0.9593081517633342, 0.9676627826801081, 0.9979493113203277, 0.8846745066352768, 1.0892836552295415, 1.0497172344272763, 0.9540469358410161, 0.9929395943819296, 1.0628261247690463, 1.098971490670959, 0.9950749287312307, 0.917229168846192, 1.0331821803882086, 1.0408288626507134, 0.9279479189962349, 0.9935587017805335, 0.9292966325689374, 1.0184978648883092, 1.0320375482754334, 1.035038139431715, 0.9937173930760805, 0.9048968180857747, 0.9777689345598568, 1.0559234600239202, 0.9860504165156684, 1.021907494338373]","[-0.48226929542254326, -0.2769603961441776, 0.3494834195977382, 0.6539678473610117, 0.5840015429929478, 0.2988517269120631, 1.163362806726507, -0.07552613213596136, -0.21700703273702568, -0.16302123533110524, -0.1449639155088946, 0.7259149870630216, -0.014757683908705743, 0.2598070097500975, -0.16779188606144546, 0.56128220998297, -0.21761449764597318, 0.20458159285438052, 0.4601356645562557, -0.08108506795101995]",Normal,Green
"[1.0023430949012573, 1.0808676080274289, 1.024904710892367, 0.9404214348078566, 1.0263320651389827, 0.9975245435622199, 0.9754275596773513, 1.105772184109553, 0.9758184235096652, 0.9682234436120637, 0.9820806649221354, 0.9840230275525456, 1.036617903977112, 1.0021452125079613, 1.0130622727638627, 1.010698861691532, 1.0164057548859509, 0.9612157383872643, 1.0610446945921188, 1.0012662863367274, 0.9952553964760376, 0.9934023323312041, 1.0531979414323909, 1.0609669941045559, 1.0230860813886504, 1.1030797591329695, 0.9401409169071429, 1.0429046850609018, 1.0514612439574158, 0.9814062159674789, 1.0290534447895694, 0.934647998245084, 0.8978075142001262, 0.9339499291722683, 0.9624325105191335, 0.9904299268195079, 0.9409290128149609, 1.1134392926701788, 1.011232826071887, 0.9632398492626696, 0.9958154549801155, 0.9804222879645534, 0.9804249581668323, 0.9932705352462564, 0.9902917618653155, 1.0443626687335048, 1.0333811223026734, 1.0076274729755377, 1.00060225871761, 1.006210472566131]","[0.4052286487693324, -0.03003785664175541, -0.5532127929584139, 1.0983244164443533, -0.3519639705976757, -0.09456390241160892, 0.9591085153555644, 0.32785979896962103, -0.19778694087411683, -0.40374544673739654, -0.3007016570386114, 0.4102042930788936, -0.32862022937566504, 0.30453031222883303, 0.012003473507609127, -0.01634709584485503, 0.03798412543964082, 1.0643019624836005, -0.5455540532811851, -0.02624978081204944]",Normal,Green
"[0.9543693414294879, 0.9702793200727076, 1.0305514099807147, 0.9731769321052713, 1.0192928483339192, 0.9419834539707755, 0.9910273129450181, 0.9854836321650119, 0.9408498630845684, 0.9924456597340452, 0.9117462249878094, 0.9648169989565337, 1.0761215066949186, 1.019552754501628, 0.991250526462822, 1.0577582309969111, 1.0069645930576119, 1.0139141129561124, 0.8995278911980946, 0.9548922465682829, 0.9399118351950552, 1.0824487812383852, 1.109905251908796, 1.0101986829051461, 0.9994961951086283, 0.9547525375803546, 0.9701859291190463, 0.9688875476460679, 1.0043991202605964, 1.0616432280439703, 0.9499567749109159, 0.9960494255047802, 0.9874602657236045, 1.0366524831031452, 1.0680104525524066, 1.0277753151168283, 0.9579140510008833, 1.0528484980514192, 1.0463532523078243, 1.0763718294511646, 1.0660428963596587, 0.9237176052544979, 1.0081750003022147, 1.0177353580985344, 0.9791159844573215, 0.950267117921316, 0.8903901351273844, 1.0114371737936918, 0.9615956382122328, 1.006171240064873]","[-0.5082922599353263, 0.5760294147718747, 0.10176479133939487, 0.784342661700912, 0.5941854663361906, 0.29978603485548616, -0.06294471756717766, -0.3697531297745261, -0.21797359782270728, -0.3690318932104441, -1.186505618380189, -0.7061596145081723, 0.6943579467200715, 0.6953612315673894, 0.1962059145068082, -0.9769778745261277, -1.1367725925654142, 0.6224193523452284, -0.21236765403269028, 0.0011768945007299236]",Normal,Green
"[0.9608543877453755, 1.094796815038643, 1.0299240373947622, 0.9113181727931581, 1.037434542896129, 1.0331660798871811, 0.9674209698075791, 0.9159459770346865, 0.9797843669456814, 0.9653570874457637, 1.0657284812795538, 0.9549713442959101, 1.0631039527465578, 0.9883056559420175, 1.052381023403588, 0.9239541876367601, 0.9417951193308227, 0.9561214681778363, 1.0018075312052503, 1.0271108463944787, 0.98593554145092, 1.0588426694231374, 0.9091145475420259, 1.077379777145874, 0.9399026928142016, 1.0291048803422513, 0.8997435106740946, 0.9529405433101039, 0.9894733906348228, 0.9834909143278834, 1.0551969900587208, 1.0467521181134367, 0.9245374470075348, 1.0450644497538886, 1.0185940465368366, 1.0123063887800878, 1.0003858371785213, 0.9872803928941403, 1.0043453884932334, 0.9798961568293758, 1.0255653972738763, 0.9638546771320523, 0.9869809218303927, 0.9341238616539518, 0.99585383775395, 1.0821798830560838, 1.004958597135789, 0.9305081798563021, 1.0486653708245437, 1.022053824530654]","[-0.015647295149185395, -0.7627056575802025, -0.78210098798707, -0.061291248958618684, 0.09188374032150332, 0.27559055229097523, -0.03352629028743351, -0.2168766771686156, -0.27639755134656907, -7.178620542124884e-05, 0.47433597183192183, -1.0913481571949746, -0.10364531189587388, 0.23085664517694654, -0.7544629627028383, -0.3369716343343485, 0.21236431121155475, 0.2695621129486602, -0.4781089917368039, 0.439823051373161]",Normal,Green
"[0.9749935253668311, 1.0009112233613868, 0.9741236757382499, 0.9159358460275242, 1.0277515041682492, 1.0213672100626014, 0.9614615478445111, 1.040933787368654, 0.9359917995503011, 1.0932939293980188, 1.0412057217737711, 0.9574217837477386, 1.0458816024426747, 0.964991324357624, 0.9910973364649432, 0.9711142199217428, 0.9950195922158179, 1.019165155729772, 0.994599354752066, 0.9921228602200327, 0.9551349998426356, 0.9694178279263838, 1.0034394921519252, 1.0895751511831877, 0.9660248898175515, 1.0003107612259938, 0.9022339080073791, 0.9995004602868525, 1.0295159294851821, 0.940433173147587, 0.9662077881539175, 0.9443198523325721, 0.9531373498772008, 1.0323479204478234, 0.9819999254768487, 1.0100454385609248, 0.9926156340573213, 1.0624729526860275, 1.007951168992666, 1.034201339561287, 0.9501979011530313, 1.010756562177089, 1.0665475226234828, 0.9601506247623909, 0.9428980552433862, 0.9944820605671287, 0.9420697524401522, 1.0835859977432487, 0.901383947018032, 0.9434156054309158]","[-0.18348190691646601, 0.6607230844152538, 0.3864509646150149, -0.7974738542812619, -0.19888671331333788, 0.18152566355830127, 0.41170362162804947, 0.23524263789309707, 0.27922049078581324, -0.10270680181987661, -0.5411408277401081, 0.39478526255837676, 0.5119964812625246, 0.09166593600846455, 0.005490428241194164, 0.35771386671622835, 0.9791541349735929, 0.2023236291393412, 0.7684109171184025, -0.027609950513868886]",Normal,Green
"[0.9292558521926382, 1.0930550688454461, 1.063936925389049, 1.0236305670409351, 0.9673300207671597, 0.9905702163627035, 1.0108072961949157, 0.9914752997866572, 1.0458173529926227, 0.962315433365352, 0.9612050887010967, 0.8962424042468426, 1.0058422132650222, 1.0960764404124594, 1.0584804550826412, 1.0467628557318298, 0.9829832777744237, 0.9780369647141357, 1.0249082350702154, 0.9483879848068668, 0.9253681029305855, 1.0157940840705852, 0.9816202173681361, 1.0167094867274271, 1.0099577454624118, 0.9406978767782235, 1.0600928106301355, 0.979695764240212, 1.088897341769353, 0.9992657138112028, 1.035632367333453, 0.9642620157115457, 0.9716632823562457, 1.052236772910221, 0.8936410612532699, 0.9873839115429935, 1.061293637901128, 1.0204931636354662, 1.0003485631820292, 1.0628863541036362, 0.997159787450996, 0.9260710433041208, 1.0037285033431946, 0.9256715998116991, 0.9984972499598788, 1.0304500718323255, 0.9977618748787841, 1.0831134666468543, 1.0140996604855033, 1.010776993055847]","[0.849719684842743, -0.14077911770744747, 0.46401310730610545, 0.28167075241868067, 0.2653209344454012, -0.3208606514010782, 0.20426359366571045, 0.06417230733737853, 0.40033642721405305, -0.19595306029369425, 0.5125887940437596, -0.29265153744226774, 0.08498578271722229, -0.37541306405213615, -0.734661459533749, -1.020845097704673, 0.15766540141993687, -0.12269605320383019, -0.7064596372597397, 0.4901048025596327]",Normal,Green
"[0.9451175378846679, 1.0450415755351483, 0.9926881995619935, 1.0105470888298362, 1.0402170336332952, 1.110550000736477, 0.9926467638487402, 1.072816078508823, 1.0099833663057094, 0.9009063873061871, 0.927498709687172, 0.9553229142254331, 0.9229210510760053, 1.1192013353243384, 1.012534521464371, 1.0215148963103002, 1.090214981352416, 0.9754459037417239, 1.0170811889484066, 1.0921936356530078, 0.9537199953202599, 0.9296523753047821, 1.0211509467065627, 0.9428344867545909, 0.9880393485251608, 0.9067145750620047, 0.9992048863494847, 1.0543700146599007, 0.9698944527473529, 1.021181930572906, 0.9939222014107906, 0.9116225457952812, 0.9958034859862647, 0.997212865489509, 0.9805889629957428, 0.9531761642435763, 0.9834692226893169, 0.9379246662480704, 1.051939140829138, 0.9992832016984377, 0.916952331175994, 1.0730971027162874, 0.8713949980988451, 0.9981916998550182, 1.0030091788012292, 1.0735657135304928, 0.9408277569604805, 1.0497793301098266, 0.997194873110896, 1.0320723845534163]","[-0.3696778299458921, -0.288695912165994, -0.39328577133740894, 0.12133313582646987, 0.11232303411462645, 0.6378738795908919, -0.6123304623334267, -0.19056569363511427, 0.42958143682169425, -0.3294129743418848, 0.7919408330856409, 0.32741602113844137, 0.2675322431731857, 0.10050692409277025, -0.7844767690728462, 0.27036733326689627, 0.3305661239227939, 1.034033229859928, 0.734173832620888, 0.5032092841221478]",Normal,Green
"[1.0624116992654715, 1.0043083977858687, 0.9742507046530643, 1.156265241878008, 0.9984639540356732, 1.028934109015231, 1.022628425932322, 1.0069781711892898, 0.9731942906119765, 0.9301448538918238, 0.9657942784683865, 0.9882202158165571, 0.9852655726643631, 1.027627997208065, 0.9038107147244827, 1.0814685209739325, 1.0257428788308338, 0.9973395720825163, 0.944328874211297, 1.0334421531306521, 1.051483614934959, 0.9328419067961481, 0.9838813649736182, 1.0525738679647365, 0.9449006032980172, 0.9656430928140065, 0.9557504867024447, 0.9841447000869386, 1.0046372090146276, 1.0413773257859777, 0.9790084535879193, 1.0355775227387491, 0.9901487906665535, 1.0050834054731876, 0.9886863378469057, 1.0038325670625037, 0.9684437934518005, 1.0534069734770786, 1.0089309179573025, 1.0313239895200783, 0.9378744665765443, 1.0450068559792665, 0.9831896289571883, 1.06029753744501, 1.0667760560895196, 0.9715636945672136, 0.9112232257862581, 0.9928298454338716, 1.0991668165026096, 0.994842089582069]","[-0.29092910372224023, 1.7244340047854076, 0.29627717982019974, 0.010085705327216877, -0.6216340065478102, -0.13977072931865636, -0.2879998433321857, 0.5250952516218594, -0.7437222258911221, -0.7075494193092715, -0.053233830424433096, -0.7423639615706106, 0.16811619416150392, 0.05233967571711245, -0.11110197352252996, -0.668708297730431, 0.9879603650607126, 1.033021532875499, 0.7241942984864075, 1.0175026289085192]",Normal,Green
"[0.9700910383114865, 0.9168043581712114, 1.014165080058814, 1.0192785709265721, 1.1031949489878663, 0.9141870940990598, 0.945713800464304, 0.9905854625812105, 1.0341735573309772, 0.899492302214141, 0.9840607839806089, 0.9874608745945622, 0.9512738211582814, 0.9535401413093594, 0.9502988844542204, 1.0590260555597248, 0.937632652691597, 0.9329090233691884, 0.9884068789719869, 1.0389250136433388, 1.006840384750768, 1.0304485461292234, 0.9777055083503383, 1.0317402691240878, 1.0320290530689935, 0.9299991252074455, 1.0302484288833393, 0.9469477336950405, 0.9680190218134347, 0.9211341915104252, 0.9864562517038942, 1.0531483396243981, 1.0024394487267412, 1.070288929718132, 1.0200100771149425, 0.9983086507298725, 0.9801688255822074, 1.0666547822972345, 1.0054631403143102, 0.9492729075626424, 0.9807491150490419, 0.9945508789170704, 1.0190634968138013, 0.9666387931768795, 0.9335545096214519, 1.0223900332795766, 0.999331529344782, 1.013566607686452, 1.0245887679071761, 1.0093793415389678]","[0.17563751770174596, -0.0012393777548971238, 0.9127559659331367, -0.6049756084487494, -0.14129617970298716, 0.2808998293110611, 0.3893840048267212, -0.4824889921731943, 0.44110555361891796, -1.0665241579572584, -0.12958249882615036, -0.49493786800438316, 0.6698092125076388, -0.4817712017680692, -0.5246837504432718, -1.1435111681377828, -0.07833417570510734, -0.05012441167396082, 0.16486713835294586, -0.010163055421069832]",Normal,Green
"[1.011039223129164, 0.8972970662328521, 0.993227791415394, 0.9448640160454511, 0.9608576148988941, 0.9905140569800811, 1.0072530834559619, 0.9631598361255068, 1.0456880596502744, 1.0582856841937982, 0.9994583380592758, 0.9378808320091737, 0.9712386486422852, 1.0214018499346198, 0.9827946927574336, 0.9699411132097943, 1.0145198307317764, 1.0204801227866305, 1.0254448384915944, 0.8614070647692346, 0.9750552799012133, 0.9280914945246511, 1.0264071501458858, 1.0073794316774305, 1.0249142654006107, 0.9588597285511794, 1.0401454831880215, 1.0042813415519996, 0.9793542213953456, 1.0431967339408492, 1.000527486349013, 1.005875138090483, 1.1083341301365024, 0.9514894838905781, 1.0104059885458254, 1.0151437675817647, 0.9880540307395888, 0.9017101111463515, 1.0132828723112781, 0.9870302703431361, 0.9088392720268916, 1.0214413627866317, 0.9187508250384887, 1.1125781100033865, 1.006910632512941, 1.0097430708368775, 0.9244009624497787, 1.0124756718036652, 1.0513689891019968, 1.0532951246982798]","[0.0715797036954937, -0.07019269894065154, 0.5367960016554674, 0.20261480910414995, 0.22682636194250771, -0.13881941811637583, -0.7040009559987662, 0.066174396665498, 0.17016790612351756, -0.7689313806298272, 0.3160731271536766, 0.0500527368693695, 0.42679403720633874, -0.012077331818599043, 1.0412213578377028, 0.24847806137480427, -0.3984085426013964, 0.06868872307123712, 0.3872538453972428, 0.9093784005669537]",Normal,Green
"[1.0092437256785582, 0.9079772689916452, 1.0288210860529121, 1.0175551203497402, 1.0099862602255245, 0.9768189537216467, 0.9393938407010669, 1.0024991496806688, 1.0809026995523108, 0.9995167348312524, 1.0283245279145214, 0.9678904962690373, 1.016063298341125, 0.9562182236246582, 1.0220898513865375, 1.0028293163788957, 1.0237995410662537, 0.9059146434726362, 0.95855276505702, 0.9874845187761994, 0.957363331972425, 0.8866939711139747, 0.9770056919332293, 0.9296944104100084, 1.1215367540249144, 0.9667955433979041, 0.9504059934046762, 0.9115049711608633, 1.0290786016655602, 0.9936375550871654, 0.9637522414253676, 1.0774532613844123, 0.9744231075432361, 1.0584747465026234, 0.9618271480208944, 0.9569835772721323, 0.9853779149111066, 0.9900719714092298, 0.9533198518448787, 1.0194651303419069, 0.9855616578988029, 0.9909073327106088, 1.0723811505089227, 1.0299827431644648, 0.9719253614008406, 0.9792844453268224, 0.9390843458017029, 1.034735301251781, 0.9717405552504804, 1.1140991997217458]","[-0.06533647175625985, 0.22328461041020115, -0.24743246189495058, -0.049929507807352676, -0.7841155442612613, -0.22943235004166432, 0.30996854723102846, -0.03781603024191428, -0.1678894354323177, 0.4988252894762812, -0.3704920654844264, 0.013235685043465815, -0.1318499716776754, 0.43147399022299154, 0.7421412766465549, 0.8237894379905176, 0.33132437955593386, 0.33638177900392485, -0.5692013027969863, 0.16540670985526296]",Normal,Green
"[1.0237165033575941, 0.8994933112514274, 0.9755091365462197, 1.004278077202742, 0.9391479171056079, 1.0450118448185133, 0.9546775904251273, 1.0435841040127938, 0.9633538230152812, 1.0355618285173234, 0.9643847382537718, 0.9313462766253644, 0.9552100850731141, 0.9664597208111325, 1.034327595903462, 1.032133293966261, 1.0383199214368353, 0.9621414424035846, 0.9740327567111743, 1.0674811612357875, 1.010985903004306, 0.9481778396570381, 0.9792587210499942, 1.0366426287963615, 1.0480533010448894, 0.9078172708302532, 0.974062759811149, 1.0490156027394002, 1.004490903273113, 1.0693737995485675, 0.924263814103115, 1.025479216734547, 1.0038928473600113, 0.9349686042323112, 0.9718416057487969, 1.0197846517152702, 1.072679689827097, 1.0228442818487233, 1.0162393868747066, 0.9859149187523056, 1.0318567129819878, 0.9796940968374779, 1.0298352948853244, 0.9956857219475876, 1.0100980217771245, 1.040007096522599, 1.0502100653419595, 1.040947442333979, 1.0029341464507082, 1.087233974014514]","[-0.2460629600375112, 0.32945469264070093, 0.08460807199728838, -0.45912767231094104, -0.4791685762250469, 0.2717658838873743, 0.4544560605519618, 0.15681128442671532, -0.29587252702383715, 0.19211394342135987, 0.771256401188105, -0.15451469333990647, -0.07934910262210434, 0.1186526465733239, 0.18881714617083883, 0.5084929506599292, -0.7169660846734283, -0.2592950365658976, 0.5151895757005056, 1.1522575369263015]",Normal,Green
"[1.0048165114334633, 1.1030596846136915, 1.0146033532110734, 1.03531108295818, 1.0203010784193687, 1.0358783660548998, 0.901388904822928, 0.9789633542273913, 1.0400729140920038, 1.0104260860901688, 1.0231702286823008, 0.9015257376531935, 1.0524302317882328, 0.9457162687027234, 1.0018614860957975, 1.0505298451417295, 0.9470608250772442, 1.0664175420484427, 0.9932201883482141, 0.9805566562482457, 1.1138696092688214, 1.058665390092405, 1.0142895361472615, 1.0599902123728306, 0.9828492659847744, 0.9956150798247019, 1.0269744754919874, 1.033504018843744, 0.9953570583917669, 0.9549139898450727, 0.9748466648215621, 1.0049234133036986, 0.9055616777021971, 0.9865875496662269, 1.027909220131669, 1.1008119153746239, 0.9454950031365141, 0.9695304737969003, 1.050748400114693, 1.0941125569373507, 1.012829200331406, 1.0078392747785268, 1.0010848999211404, 1.0109884866824739, 1.0811693820738273, 1.0387877933170029, 1.0536830058642686, 0.9358302366879179, 1.0638594811115203, 0.848266341072671]","[-0.08367802002130116, -0.4518982032161777, 0.07076887056779295, -0.11757081625036685, 0.9314288965392215, 0.5679349269956077, 0.8755736157947581, 0.7028744681426894, 0.36353823128888385, -0.3948525336663951, -0.04767014242309264, 0.4135629331526101, -0.7676604373138074, 1.0557144730032795, 0.19629481473091284, -0.5635905462596207, 0.04357046639704312, 0.3511200881139386, 0.2547539061813141, -0.09325905191297888]",Normal,Green
"[0.9839968966376337, 0.9961102218574601, 0.9627602022920604, 0.9976335583727984, 0.951388368496314, 0.9731727885939458, 0.9418489526284389, 0.9895703063767716, 0.9982207741483095, 0.9665172970718942, 0.9861587944763578, 0.928767842618792, 1.0093171059931223, 1.1597686927189166, 1.0438449898015458, 1.0208896737000106, 1.0105522627055372, 1.049210964814882, 0.9933631327946004, 1.046967794306504, 1.054684031497691, 0.9856588317819824, 1.0149558296486245, 0.9686350630255157, 0.9872679288132359, 1.097959223143555, 0.9623633106754789, 1.0318759047611732, 1.0340771701932943, 0.97925040383924, 1.002904435377059, 1.012569851195828, 1.0191649508241034, 1.0143611143862767, 0.9138179096224054, 1.0486909155580932, 1.0392101056089047, 0.9139037086205001, 0.9475167488220413, 1.0373409674925884, 1.0225768462599618, 1.0375029412132473, 1.0268127004551544, 0.9807608286267835, 1.0324032324524928, 1.062349669451116, 1.0138653712344468, 0.9333940414510088, 0.9155468140743389, 1.0293368811434596]","[-0.3846666903318207, -0.03256173370767756, 0.25930739668467645, -0.13295631497970986, 0.5394127557056656, 0.0767032881475176, -0.5271116059889518, -0.003396185014252095, -0.19716025779031676, -0.7083050335966594, 0.4167238962364526, -0.7803240898259559, 0.24842241556279168, 0.8156212981735446, 0.6599874884610225, 0.5020999024090805, -0.5441729860199802, 0.5396749068445789, -0.31410930421211, 0.19087947187499427]",Normal,Green
